,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1656,U001,200786288,FAMILY ,31:53.9,2020,1930796811,17-04-2020,02-05-2020,17-04-2020,NAC6,65539.44,Less than 0
1657,U001,200769623,WAL-MAR in,13:54.4,2020,1930683016,21-03-2020,05-04-2020,21-03-2020,NAH4,6043.2,0-15
1658,U001,200744019,TARG corp,50:28.3,2020,1930621865,10-03-2020,25-03-2020,10-03-2020,NAA8,54308.98,0-15
1659,U001,200780383,MEIJ associates,32:41.6,2020,1930595798,03-03-2020,07-05-2020,03-03-2020,NAGD,18680.24,0-15
1660,U001,200762301,C&S WH corp,35:29.0,2020,1930745422,04-04-2020,19-04-2020,04-04-2020,NAC6,8733.12,0-15
1661,U001,200418007,AM associates,02:11.9,2020,1930646653,14-03-2020,29-03-2020,14-03-2020,NAA8,86400,0-15
1662,U001,200769623,WAL-MAR us,57:35.0,2020,1930874642,08-05-2020,23-05-2020,08-05-2020,NAH4,64283.6,0-15
1663,U001,200769623,WAL-MAR systems,05:46.2,2020,1930630024,09-03-2020,24-03-2020,09-03-2020,NAH4,75947.52,0-15
1664,U001,200704858,WAKE corp,47:17.0,2020,1930689572,24-03-2020,08-04-2020,24-03-2020,NAA8,18673.61,16-30
1665,U001,200799367,MCL ,52:13.4,2020,1930601401,04-03-2020,08-05-2020,04-03-2020,NAGD,1242.67,0-15
1666,U001,200793568,SUPE systems,17:14.6,2020,1930691578,24-03-2020,08-04-2020,24-03-2020,NAA8,22419.13,0-15
1667,U001,200769623,WAL-MAR associates,40:09.4,2020,1930624508,10-03-2020,25-03-2020,10-03-2020,NAH4,545.77,0-15
1668,U001,200744019,TARG corporation,54:35.9,2020,1930597731,05-03-2020,20-03-2020,05-03-2020,NAA8,52453.84,0-15
1669,U001,200747369,SCHNU in,05:15.9,2020,1930673501,20-03-2020,04-04-2020,20-03-2020,NAA8,115736.76,0-15
1670,U001,200744019,TARG associates,29:25.1,2020,1930852427,06-05-2020,21-05-2020,06-05-2020,NAA8,18015.92,0-15
1671,U001,200290370,BARGAIN  associates,41:35.1,2020,1930832766,01-05-2020,16-05-2020,01-05-2020,NAA8,2451.06,0-15
1672,CA02,140104429,COSTCO in,58:24.3,2020,2960617229,01-03-2020,14-03-2020,04-03-2020,CA10,51032.184,0-15
1673,U001,200707822,PUBLI systems,08:30.2,2020,1930809334,21-04-2020,06-05-2020,21-04-2020,NAA8,30882.47,0-15
1674,U001,200769623,WAL-MAR ,31:06.1,2020,1930829304,26-04-2020,11-05-2020,26-04-2020,NAH4,38392.38,0-15
1675,U001,200799367,MCL ,31:47.0,2020,1930804618,23-04-2020,08-05-2020,23-04-2020,NAA8,23008.95,0-15
1676,U001,200580232,INTERR corporation,51:46.1,2020,1930581454,28-02-2020,09-03-2020,28-02-2020,NA10,41819.75,0-15
1677,U001,200331749,SYSC in,53:05.5,2020,1930839712,05-05-2020,20-05-2020,05-05-2020,NAA8,18089.46,0-15
1678,U001,200772670,ASSOCIAT systems,24:18.9,2020,1930615230,06-03-2020,21-03-2020,06-03-2020,NAU5,4527.15,0-15
1679,U001,200769623,WAL-MAR systems,49:29.9,2020,1930710385,29-03-2020,13-04-2020,29-03-2020,NAH4,661.11,0-15
1680,CA02,140104440,SO co,23:18.4,2020,2960626566,08-04-2020,18-04-2020,08-04-2020,CA10,909.111,0-15
1681,U001,100031704,DELHAIZE ,31:33.3,2020,1930668528,19-03-2020,03-04-2020,19-03-2020,NAA8,83494.71,0-15
1682,U001,200769623,WAL-MAR corporation,38:31.2,2020,1930778945,13-04-2020,28-04-2020,13-04-2020,NAH4,16120.08,0-15
1683,U001,200519201,KROGE trust,42:05.3,2020,1930808236,21-04-2020,06-05-2020,21-04-2020,NAA8,42672.32,0-15
1684,U001,200700919,US  corp,15:45.2,2020,1930782921,13-04-2020,28-04-2020,13-04-2020,NAA8,38092.46,0-15
1685,U001,200707822,PUBLI corp,40:48.7,2020,1930793908,17-04-2020,02-05-2020,17-04-2020,NAA8,141429.45,0-15
1686,U001,200772595,SAFEW trust,40:01.4,2020,1930585264,03-03-2020,18-03-2020,03-03-2020,NAA8,46131.46,0-15
1687,U001,200769623,WAL-MAR corp,21:24.7,2020,1930760017,08-04-2020,23-04-2020,08-04-2020,NAH4,61303.77,0-15
1688,U001,200769623,WAL-MAR corp,25:17.0,2020,1930774969,11-04-2020,26-04-2020,11-04-2020,NAH4,10824.76,0-15
1689,U001,200769623,WAL-MAR co,00:23.1,2020,1930729945,02-04-2020,17-04-2020,02-04-2020,NAH4,6532.6,0-15
1690,U001,200769623,WAL-MAR systems,03:08.2,2020,1930576923,27-02-2020,13-03-2020,27-02-2020,NAH4,3270.04,0-15
1691,U001,200794332,COST llc,48:13.3,2020,1930585834,04-03-2020,19-03-2020,04-03-2020,NAAX,14204.38,0-15
1692,U001,200875680,MINERS  corporation,07:40.9,2020,1930897103,13-05-2020,28-05-2020,13-05-2020,NAA8,77253.74,0-15
1693,CA02,140104423,METRO  corporation,46:33.5,2020,2960632641,06-05-2020,18-05-2020,08-05-2020,CA10,68971.385,0-15
1694,U001,200705742,DOT ,20:04.9,2020,1930768592,09-04-2020,29-04-2020,09-04-2020,NAD1,847.36,Less than 0
1695,U001,200704858,WAKE us,04:03.6,2020,1930803023,22-04-2020,07-05-2020,22-04-2020,NAA8,19111.37,0-15
1696,U001,200706844,WINC associates,41:53.1,2020,1930839902,05-05-2020,20-05-2020,05-05-2020,NAA8,7523.04,16-30
1697,U001,200769623,WAL-MAR in,18:31.6,2020,1930580065,02-03-2020,17-03-2020,02-03-2020,NAH4,47540.04,0-15
1698,U001,200769623,WAL-MAR foundation,20:44.4,2020,1930892042,12-05-2020,27-05-2020,12-05-2020,NAH4,661.11,0-15
1699,U001,200726979,BJ'S  co,43:12.8,2020,1930840013,30-04-2020,15-05-2020,30-04-2020,NAA8,500.16,0-15
1700,U001,200729290,KROGER co,48:20.3,2020,1930683553,21-03-2020,05-04-2020,21-03-2020,NAA8,105376.43,0-15
1701,U001,200936373,SUPE corp,04:10.4,2020,1930720244,31-03-2020,15-04-2020,31-03-2020,NAA8,72519.01,0-15
1702,U001,200769623,WAL-MAR foundation,55:08.7,2020,1930832424,29-04-2020,14-05-2020,29-04-2020,NAH4,21035.23,0-15
1703,U001,200759878,SA associates,56:44.6,2020,1930580441,28-02-2020,03-05-2020,28-02-2020,NAGD,6303,0-15
1704,CA02,140106408,WAL-M llc,52:37.0,2020,2960629758,23-04-2020,04-05-2020,24-04-2020,CA10,24332.532,16-30
1705,U001,200936373,SUPE ,49:27.7,2020,1930752673,06-04-2020,21-04-2020,06-04-2020,NAA8,106517.9,0-15
1706,U001,200744019,TARG corporation,54:35.9,2020,1930751198,05-04-2020,20-04-2020,05-04-2020,NAA8,50062.77,0-15
1707,U001,200762301,C&S WH us,14:48.1,2020,1930768620,09-04-2020,13-06-2020,09-04-2020,NAGD,959.61,Less than 0
1708,CA02,140104409,LOB systems,30:34.9,2020,2960624368,29-03-2020,12-04-2020,02-04-2020,CA10,52387.272,16-30
1709,U001,200353024,DECA systems,42:03.2,2020,1930689857,24-03-2020,08-04-2020,16-03-2020,NAM4,3310.38,Less than 0
1710,U001,200418007,AM co,06:20.5,2020,1930787546,17-04-2020,21-06-2020,17-04-2020,NAGD,27417.6,0-15
1711,U001,200762301,C&S WH associates,49:05.7,2020,1930826517,26-04-2020,11-05-2020,26-04-2020,NAC6,93114.3,Less than 0
1712,U001,200705372,FR co,49:49.1,2020,1930627722,11-03-2020,26-03-2020,11-03-2020,NAA8,62119.47,0-15
1713,U001,200769623,WAL-MAR trust,59:02.6,2020,1930778119,13-04-2020,28-04-2020,13-04-2020,NAH4,396.78,0-15
1714,U001,200353024,DECA foundation,17:58.6,2020,1930761949,08-04-2020,24-04-2020,01-04-2020,NAM4,3596.62,Less than 0
1715,U001,200769623,WAL-MAR ,13:42.8,2020,1930799517,17-04-2020,02-05-2020,17-04-2020,NAH4,943.12,0-15
1716,U001,200974851,RESTA in,00:05.3,2020,1930666824,18-03-2020,02-04-2020,18-03-2020,NAA8,3297.99,0-15
1717,U001,200769623,WAL-MAR ,25:49.2,2020,1930877806,08-05-2020,23-05-2020,08-05-2020,NAH4,325.02,0-15
1718,U001,200900909,SYSCO foundation,38:45.4,2020,1930581781,28-02-2020,14-03-2020,28-02-2020,NAA8,858.73,0-15
1719,U001,200769623,WAL-MAR llc,25:45.1,2020,1930717400,29-03-2020,13-04-2020,29-03-2020,NAH4,63035.4,0-15
1720,U001,200769623,WAL-MAR foundation,33:48.9,2020,1930672201,20-03-2020,04-04-2020,20-03-2020,NAH4,1012.5,0-15
1721,U001,200762950,HAR corporation,30:13.5,2020,1930837978,01-05-2020,16-05-2020,01-05-2020,NAA8,94283.78,0-15
1722,U001,200704045,RA corp,52:44.4,2020,1930635774,11-03-2020,26-03-2020,11-03-2020,NAA8,17283.51,0-15
1723,U001,200769623,WAL-MAR us,18:53.3,2020,1930878065,09-05-2020,24-05-2020,09-05-2020,NAH4,50992.43,0-15
1724,U001,200719300,SYSTEMS co,26:18.2,2020,1930809941,24-04-2020,14-05-2020,24-04-2020,NAD1,18432,0-15
1725,U001,200820380,SMITH'S associates,44:56.3,2020,1930685430,22-03-2020,06-04-2020,22-03-2020,NAA8,38166.64,0-15
1726,CA02,140104429,COSTCO ,02:16.1,2020,2960626584,12-04-2020,24-04-2020,14-04-2020,CA10,12998.797,0-15
1727,U001,200759878,SA ,14:21.4,2020,1930823938,26-04-2020,11-05-2020,26-04-2020,NAH4,31649.6,0-15
1728,U001,200769623,WAL-MAR systems,53:48.1,2020,1930690594,24-03-2020,08-04-2020,24-03-2020,NAH4,39980.57,16-30
1729,U001,200759878,SA trust,30:51.3,2020,1930737322,04-04-2020,19-04-2020,04-04-2020,NAH4,29146.92,0-15
1730,U001,200792283,SYSCO  foundation,15:22.7,2020,1930655638,16-03-2020,17-04-2020,16-03-2020,NA32,6272.27,0-15
1731,U001,200769623,WAL-MAR associates,53:01.5,2020,1930725148,31-03-2020,15-04-2020,31-03-2020,NAH4,15393.24,0-15
1732,U001,200769623,WAL-MAR corp,25:17.0,2020,1930779802,13-04-2020,28-04-2020,13-04-2020,NAH4,19609.14,0-15
1733,CA02,140104440,SO corp,50:56.1,2020,2960629372,20-04-2020,01-05-2020,21-04-2020,CA10,49356.265,0-15
1734,U001,200769623,WAL-MAR corporation,25:46.4,2020,1930723957,02-04-2020,17-04-2020,02-04-2020,NAH4,25747.27,0-15
1735,U001,200769623,WAL-MAR associates,16:27.4,2020,1930683862,22-03-2020,06-04-2020,22-03-2020,NAH4,12268.72,0-15
1736,U001,200668077,IN-N- llc,29:04.3,2020,1930719486,03-04-2020,13-04-2020,03-04-2020,NA10,26582.4,0-15
1737,U001,200705742,DOT in,25:52.0,2020,1930688665,24-03-2020,27-04-2020,24-03-2020,NAAW,2374.15,Less than 0
1738,U001,200762950,HAR in,28:49.9,2020,1930577321,27-02-2020,13-03-2020,27-02-2020,NAA8,50826.49,0-15
1739,U001,200786288,FAMILY trust,35:46.5,2020,1930738131,04-04-2020,19-04-2020,04-04-2020,NAC6,13852.17,0-15
1740,U001,200744019,TARG associates,56:13.7,2020,1930822669,25-04-2020,10-05-2020,25-04-2020,NAA8,3031.94,0-15
1741,U001,100031704,DELHAIZE co,35:11.1,2020,1930580832,01-03-2020,16-03-2020,01-03-2020,NAA8,108144.05,0-15
1742,U001,200769623,WAL-MAR ,01:54.5,2020,1930782959,15-04-2020,30-04-2020,15-04-2020,NAH4,18034.56,0-15
1743,U001,200752302,KROGER associates,22:00.8,2020,1930670169,20-03-2020,04-04-2020,20-03-2020,NAA8,45098.62,0-15
1744,U001,200705742,DOT in,13:41.9,2020,1930814577,23-04-2020,13-05-2020,23-04-2020,NAD1,3188.72,Less than 0
1745,U001,200769623,WAL-MAR systems,27:42.2,2020,1930879640,11-05-2020,26-05-2020,11-05-2020,NAH4,47556.5,0-15
1746,U001,200769623,WAL-MAR systems,25:01.2,2020,1930802226,20-04-2020,05-05-2020,20-04-2020,NAH4,355.93,0-15
1747,CA02,140104409,LOB foundation,35:43.6,2020,2960622254,26-03-2020,13-04-2020,03-04-2020,CA10,4610.676,0-15
1748,U001,200704045,RA corporation,57:52.7,2020,1930855337,04-05-2020,19-05-2020,04-05-2020,NAA8,37178.54,0-15
1749,U001,200769623,WAL-MAR corporation,20:14.2,2020,1930723191,31-03-2020,15-04-2020,31-03-2020,NAH4,42988.18,0-15
1750,U001,200769623,WAL-MAR corporation,14:09.0,2020,1930847688,03-05-2020,18-05-2020,03-05-2020,NAH4,13242.28,0-15
1751,U001,100021540,MASTER associates,01:59.2,2020,1930825369,24-04-2020,04-05-2020,24-04-2020,NA10,41543.75,0-15
1752,CA02,140104429,COSTCO foundation,18:45.6,2020,2960621408,16-03-2020,28-03-2020,18-03-2020,CA10,41315.435,0-15
1753,U001,200705742,DOT us,07:10.2,2020,1930576842,27-02-2020,30-03-2020,27-02-2020,NA32,15547.6,Less than 0
1754,U001,200762301,C&S WH llc,09:15.1,2020,1930629348,11-03-2020,26-03-2020,11-03-2020,NAC6,7901.99,0-15
1755,U013,100009932,SYSCO IN associates,06:32.4,2020,1991841227,16-03-2020,15-04-2020,16-03-2020,NAVE,32167.82,0-15
1756,U001,200769623,WAL-MAR llc,06:47.7,2020,1930624204,09-03-2020,24-03-2020,09-03-2020,NAH4,44686.42,0-15
1757,U001,200769623,WAL-MAR ,06:10.1,2020,1930723065,01-04-2020,16-04-2020,01-04-2020,NAH4,16274.78,0-15
1758,U001,200230690,DECA us,23:16.3,2020,1930599722,04-03-2020,24-03-2020,01-03-2020,NAM4,2672.36,Less than 0
1759,U001,200152991,JET foundation,39:50.2,2020,1930595973,03-03-2020,23-03-2020,03-03-2020,NAD1,1513.3,0-15
1760,U001,200794332,COST corporation,50:02.4,2020,1930647562,13-03-2020,28-03-2020,13-03-2020,NAAX,36479.79,Less than 0
1761,U001,100031704,DELHAIZE ,44:30.1,2020,1930641400,11-03-2020,26-03-2020,11-03-2020,NAA8,105219.75,0-15
1762,U001,200729290,KROGER corporation,52:02.5,2020,1930818642,24-04-2020,09-05-2020,24-04-2020,NAA8,60821.6,0-15
1763,U013,100053763,MASSY D co,32:18.6,2020,1991841451,09-04-2020,09-05-2020,09-04-2020,NAVE,4563,0-15
1764,U001,200799180,CHEN in,21:45.3,2020,1930616766,09-03-2020,24-03-2020,09-03-2020,NAA8,37329.07,0-15
1765,U001,200736337,SYSCO F foundation,55:01.5,2020,1930829633,01-05-2020,16-05-2020,01-05-2020,NAA8,3835.48,0-15
1766,U001,200769623,WAL-MAR co,25:07.4,2020,1930575712,27-02-2020,13-03-2020,27-02-2020,NAH4,1164.87,0-15
1767,U001,200077943,HERR co,49:56.2,2020,1930713401,31-03-2020,15-04-2020,31-03-2020,NAA8,71248.8,0-15
1768,U001,200769623,WAL-MAR co,07:42.9,2020,1930622736,10-03-2020,25-03-2020,10-03-2020,NAH4,35178.44,0-15
1769,U001,200777735,NASH  corp,21:22.1,2020,1930723362,02-04-2020,17-04-2020,02-04-2020,NAA8,7098.49,0-15
1770,U001,200762301,C&S WH corporation,39:25.4,2020,1930581608,29-02-2020,15-03-2020,29-02-2020,NAC6,30731.01,Less than 0
1771,U001,200769623,WAL-MAR associates,53:01.5,2020,1930835857,29-04-2020,14-05-2020,29-04-2020,NAH4,3984.48,0-15
1772,U001,200769623,WAL-MAR systems,29:20.8,2020,1930709077,28-03-2020,12-04-2020,28-03-2020,NAH4,49025.82,0-15
1773,U001,200769623,WAL-MAR us,33:50.6,2020,1930594113,04-03-2020,19-03-2020,04-03-2020,NAH4,66082.99,0-15
1774,U001,200769623,WAL-MAR associates,53:31.0,2020,1930796908,16-04-2020,01-05-2020,16-04-2020,NAH4,1414.69,0-15
1775,U001,200769623,WAL-MAR systems,32:27.7,2020,1930751108,05-04-2020,20-04-2020,05-04-2020,NAH4,33101.38,0-15
1776,U001,200729290,KROGER corporation,58:09.4,2020,1930638438,12-03-2020,27-03-2020,12-03-2020,NAA8,11656.58,0-15
1777,U001,200020431,DEC us,32:12.8,2020,1930859928,05-05-2020,24-05-2020,01-05-2020,NAM4,229.44,0-15
1778,U001,200726979,BJ'S  llc,06:42.5,2020,1930675255,20-03-2020,04-04-2020,20-03-2020,NAA8,359.69,0-15
1779,U001,200759878,SA systems,11:02.0,2020,1930622829,09-03-2020,13-05-2020,09-03-2020,NAGD,3191.4,0-15
1780,U001,200772670,ASSOCIAT systems,18:57.0,2020,1930669794,18-03-2020,02-04-2020,18-03-2020,NAU5,7587.35,0-15
1781,U001,200776463,KROGE foundation,58:29.3,2020,1930780690,13-04-2020,28-04-2020,13-04-2020,NAA8,131751.56,0-15
1782,U001,200799367,MCL associates,43:39.7,2020,1930872192,07-05-2020,22-05-2020,07-05-2020,NAA8,81354.5,0-15
1783,U001,200759878,SA systems,30:51.3,2020,1930740014,04-04-2020,19-04-2020,04-04-2020,NAH4,32698.8,0-15
1784,U001,200353024,DECA corporation,59:24.0,2020,1930606646,05-03-2020,08-03-2020,01-03-2020,NAM1,8224.26,Less than 0
1785,U001,200726979,BJ'S  in,06:28.2,2020,1930637739,12-03-2020,27-03-2020,12-03-2020,NAA8,476.92,0-15
1786,CA02,140104440,SO corp,24:58.9,2020,2960626405,02-04-2020,13-04-2020,03-04-2020,CA10,55272.119,0-15
1787,U001,200759878,SA corporation,26:32.5,2020,1930756203,08-04-2020,23-05-2020,08-04-2020,NAWP,125908.33,0-15
1788,U001,200711029,WEGMAN in,02:15.4,2020,1930750176,08-04-2020,23-04-2020,08-04-2020,NAA8,2267.39,16-30
1789,U001,200752302,KROGER associates,53:49.0,2020,1930740344,05-04-2020,20-04-2020,05-04-2020,NAA8,65594.97,0-15
1790,U001,200418007,AM ,47:13.6,2020,1930802768,21-04-2020,06-05-2020,21-04-2020,NAA8,24960,0-15
1791,U001,200020431,DEC associates,59:03.6,2020,1930605345,05-03-2020,24-03-2020,01-03-2020,NAM4,3478.16,Less than 0
1792,CA02,140104340,COLABOR  ,09:55.4,2020,2960624307,24-03-2020,05-04-2020,26-03-2020,CA10,6760.446,0-15
1793,U001,200726979,BJ'S  corp,30:47.9,2020,1930752466,03-04-2020,18-04-2020,03-04-2020,NAA8,190.38,0-15
1794,U001,200769623,WAL-MAR us,24:28.1,2020,1930726931,01-04-2020,16-04-2020,01-04-2020,NAH4,46660.46,0-15
1795,U001,200769623,WAL-MAR corp,48:45.3,2020,1930798083,19-04-2020,04-05-2020,19-04-2020,NAH4,61.29,0-15
1796,U001,200780383,MEIJ co,08:58.3,2020,1930584882,01-03-2020,16-03-2020,01-03-2020,NAA8,154565.53,0-15
1797,U001,CCU013,KRAFT F associates,12:12.0,2020,1930570342,27-02-2020,27-02-2020,27-02-2020,NAX2,14360.96,46-60
1798,U001,100031704,DELHAIZE trust,06:52.5,2020,1930789449,15-04-2020,30-04-2020,15-04-2020,NAA8,74794.5,0-15
1799,U001,200592182,DECA associates,35:44.6,2020,1930690496,25-03-2020,26-03-2020,16-03-2020,NAM2,7749.38,Less than 0
1800,U001,200744019,TARG co,32:59.5,2020,1930653687,16-03-2020,31-03-2020,16-03-2020,NAA8,4970.2,0-15
1801,U001,200769623,WAL-MAR llc,09:48.9,2020,1930692365,25-03-2020,09-04-2020,25-03-2020,NAH4,37995.86,0-15
1802,U001,200726979,BJ'S  corporation,50:58.8,2020,1930779467,13-04-2020,28-04-2020,13-04-2020,NAA8,442.2,0-15
1803,CA02,140105847,GORDON F ,36:51.1,2020,2960630524,24-04-2020,05-05-2020,25-04-2020,CA10,2992.08,0-15
1804,U001,200769623,WAL-MAR corporation,01:46.9,2020,1930855633,05-05-2020,20-05-2020,05-05-2020,NAH4,4766.39,0-15
1805,U001,200769623,WAL-MAR corporation,27:59.8,2020,1930664202,17-03-2020,01-04-2020,17-03-2020,NAH4,3228.13,0-15
1806,U001,200290370,BARGAIN  corporation,50:31.9,2020,1930683797,25-03-2020,09-04-2020,25-03-2020,NAA8,13824,0-15
1807,U001,200794332,COST us,06:12.8,2020,1930725446,02-04-2020,17-04-2020,02-04-2020,NAAX,8793.09,0-15
1808,U001,200418007,AM co,52:27.1,2020,1930843446,03-05-2020,18-05-2020,03-05-2020,NAA8,1640.82,0-15
1809,U001,200707822,PUBLI llc,45:38.9,2020,1930776844,11-04-2020,26-04-2020,11-04-2020,NAA8,80483.28,0-15
1810,U001,200752302,KROGER systems,18:19.6,2020,1930608147,07-03-2020,22-03-2020,07-03-2020,NAA8,96021.62,0-15
1811,U001,200230690,DECA associates,08:45.0,2020,1930600002,04-03-2020,24-03-2020,01-03-2020,NAM4,1016.76,Less than 0
1812,U001,200726979,BJ'S  us,00:54.9,2020,1930780220,13-04-2020,28-04-2020,13-04-2020,NAA8,298.62,0-15
1813,U001,200772670,ASSOCIAT ,37:15.0,2020,1930657232,16-03-2020,20-05-2020,16-03-2020,NAGD,292.79,0-15
1814,U001,200799367,MCL foundation,16:03.6,2020,1930660496,23-03-2020,07-04-2020,23-03-2020,NAA8,23362.19,0-15
1815,U001,200936373,SUPE ,27:09.1,2020,1930708758,26-03-2020,10-04-2020,26-03-2020,NAA8,154972.96,0-15
1816,U001,200230690,DECA systems,08:33.4,2020,1930808513,21-04-2020,23-04-2020,16-04-2020,NAM1,4069.05,Less than 0
1817,U001,200769623,WAL-MAR co,53:20.6,2020,1930808707,22-04-2020,07-05-2020,22-04-2020,NAH4,9295.29,0-15
1818,U001,200793568,SUPE co,40:05.3,2020,1930726880,31-03-2020,15-04-2020,31-03-2020,NAA8,49134.73,0-15
1819,CA02,140104225,SAVE-ON- corporation,40:37.8,2020,2960622531,20-03-2020,30-03-2020,20-03-2020,CA10,66282.993,0-15
1820,U001,200769623,WAL-MAR us,03:05.7,2020,1930577624,29-02-2020,15-03-2020,29-02-2020,NAH4,18107.65,0-15
1821,U001,200782001,GORDO associates,36:31.2,2020,1930674649,23-03-2020,07-04-2020,23-03-2020,NAA8,57249.4,0-15
1822,U001,200743123,KROGER us,44:54.3,2020,1930799195,21-04-2020,06-05-2020,21-04-2020,NAA8,16818.28,0-15
1823,U001,200729290,KROGER corporation,01:11.5,2020,1930759999,08-04-2020,23-04-2020,08-04-2020,NAA8,28485.01,0-15
1824,U001,200782669,SYGMA in,21:24.4,2020,1930858165,04-05-2020,19-05-2020,04-05-2020,NAA8,21520.88,0-15
1825,U001,200706844,WINC trust,12:50.7,2020,1930718951,31-03-2020,15-04-2020,31-03-2020,NAA8,42607.76,0-15
1826,U001,200796637,MERCH associates,49:52.4,2020,1930691338,24-03-2020,08-04-2020,24-03-2020,NAA8,48735.45,0-15
1827,U001,200353024,DECA us,56:56.9,2020,1930879090,08-05-2020,24-05-2020,01-05-2020,NAM4,3193.86,Less than 0
1828,U001,200780825,SYSCO FO systems,26:03.8,2020,1930794508,16-04-2020,01-05-2020,16-04-2020,NAA8,11988.61,0-15
1829,U001,200769623,WAL-MAR trust,09:00.7,2020,1930773606,10-04-2020,25-04-2020,10-04-2020,NAH4,20050.72,0-15
1830,U001,200726979,BJ'S  associates,48:06.0,2020,1930751839,05-04-2020,20-04-2020,05-04-2020,NAA8,63.46,0-15
1831,U001,200769623,WAL-MAR us,21:08.6,2020,1930619126,06-03-2020,21-03-2020,06-03-2020,NAH4,478.73,0-15
1832,U001,200793568,SUPE associates,04:41.0,2020,1930760314,07-04-2020,22-04-2020,07-04-2020,NAA8,1384.72,0-15
1833,U001,200762301,C&S WH in,04:19.2,2020,1930723688,31-03-2020,15-04-2020,31-03-2020,NAC6,15451.77,Less than 0
1834,U001,200769623,WAL-MAR in,03:35.9,2020,1930749608,05-04-2020,20-04-2020,05-04-2020,NAH4,1792.66,0-15
1835,U001,200780383,MEIJ us,13:53.2,2020,1930664890,17-03-2020,01-04-2020,17-03-2020,NAA8,89400.31,0-15
1836,U001,100030964,NATURA corp,41:04.2,2020,1930642801,12-03-2020,27-03-2020,12-03-2020,NAA8,25225.2,0-15
1837,U001,200785971,SYSCO  associates,27:10.2,2020,1930844390,01-05-2020,16-05-2020,01-05-2020,NAA8,3005.74,0-15
1838,U001,200229974,DARDEN D co,39:31.1,2020,1930645110,24-03-2020,08-04-2020,24-03-2020,NAA8,17109.62,0-15
1839,U001,200762301,C&S WH ,35:42.6,2020,1930653639,16-03-2020,20-05-2020,16-03-2020,NAGD,767.69,Less than 0
1840,U001,200741174,M B  us,59:31.4,2020,1930768607,09-04-2020,24-04-2020,09-04-2020,NAA8,19919.09,0-15
1841,U001,200726979,BJ'S  co,02:19.1,2020,1930655662,18-03-2020,02-04-2020,18-03-2020,NAA8,9222.81,0-15
1842,U001,200769623,WAL-MAR in,26:43.2,2020,1930624877,10-03-2020,25-03-2020,10-03-2020,NAH4,14120.48,0-15
1843,U001,200762301,C&S WH systems,50:34.6,2020,1930800605,19-04-2020,04-05-2020,19-04-2020,NAC6,67049.7,Less than 0
1844,U001,200759878,SA us,21:45.7,2020,1930667391,19-03-2020,03-04-2020,19-03-2020,NAH4,23954.17,0-15
1845,U001,200769623,WAL-MAR in,26:43.2,2020,1930773416,10-04-2020,25-04-2020,10-04-2020,NAH4,4644.04,0-15
1846,U001,200769623,WAL-MAR us,31:19.5,2020,1930585851,02-03-2020,17-03-2020,02-03-2020,NAH4,63964.58,0-15
1847,U001,200769623,WAL-MAR co,57:23.4,2020,1930842372,01-05-2020,16-05-2020,01-05-2020,NAH4,9451.33,0-15
1848,U001,200726979,BJ'S  in,21:26.1,2020,1930592847,06-03-2020,21-03-2020,06-03-2020,NAA8,9222.81,0-15
1849,U001,200416837,DEC llc,03:43.2,2020,1930812604,22-04-2020,26-04-2020,16-04-2020,NAM2,12215.58,Less than 0
1850,U001,200723794,MID MO corporation,40:52.7,2020,1930623165,10-03-2020,25-03-2020,10-03-2020,NAA8,94647.64,0-15
1851,U001,200353024,DECA systems,38:26.1,2020,1930813160,22-04-2020,09-05-2020,16-04-2020,NAM4,890.66,Less than 0
1852,U001,200790107,ROU us,12:44.2,2020,1930690821,23-03-2020,07-04-2020,23-03-2020,NAC6,45459.95,0-15
1853,U001,200769623,WAL-MAR foundation,53:30.1,2020,1930885428,11-05-2020,26-05-2020,11-05-2020,NAH4,6832.71,0-15
1854,U001,100001196,DOLLAR trust,41:03.7,2020,1930857501,05-05-2020,20-05-2020,05-05-2020,NAA8,9735.16,0-15
1855,U001,200592182,DECA systems,44:40.4,2020,1930837992,29-04-2020,09-05-2020,16-04-2020,NAM4,2351.96,Less than 0
1856,U001,200769623,WAL-MAR in,43:58.4,2020,1930793324,17-04-2020,02-05-2020,17-04-2020,NAH4,32352.32,0-15
1857,U001,200769623,WAL-MAR foundation,52:52.4,2020,1930766061,09-04-2020,24-04-2020,09-04-2020,NAH4,7053.94,0-15
1858,U001,200014556,ALBER llc,39:23.4,2020,1930685891,24-03-2020,08-04-2020,24-03-2020,NAA8,54191.45,0-15
1859,U001,200769623,WAL-MAR co,47:57.6,2020,1930605684,06-03-2020,21-03-2020,06-03-2020,NAH4,262.65,0-15
1860,U001,200769623,WAL-MAR in,39:42.2,2020,1930882417,09-05-2020,24-05-2020,09-05-2020,NAH4,1826.92,0-15
1861,U001,200794332,COST foundation,54:11.0,2020,1930635240,12-03-2020,27-03-2020,12-03-2020,NAAX,16868.28,Less than 0
1862,U001,200769623,WAL-MAR llc,51:36.6,2020,1930746786,06-04-2020,21-04-2020,06-04-2020,NAH4,20789.29,0-15
1863,U001,200707822,PUBLI co,24:03.0,2020,1930760578,07-04-2020,22-04-2020,07-04-2020,NAA8,103401.12,0-15
